CountryId,Target1,Target2,Target3,Target4,Target5,Target6,Target7,Target8,Target9,Target10,Target11,Target12,Target13,Target14,Target15,Target16,Target18,Target19,Target20,Target21,Population2012,IsLDC2014,std_Target1,std_Target2,std_Target3,std_Target4,std_Target5,std_Target6,std_Target7,std_Target8,std_Target9,std_Target10,std_Target11,std_Target12,std_Target13,std_Target14,std_Target15,std_Target16,std_Target18,std_Target19,std_Target20,std_Target21,std_Population2012,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,IsLDC2014_pred
174,72.10428571,10.65,66.90307692,14.8445,72.6,411.6571429,31.56,1318.437778,30.79777778,64.46666667,108.575,1604.459821,984.1227083,91.01590909,73.58666667,44.5,81312.2,33.96666667,23.384,1683.591429,717503,1,-0.083624491,0.402345047,-1.207742736,-0.593763243,1.34782844,0.797793181,-0.313421557,1.825942212,-0.216681631,-0.954334858,-0.541320558,-6.28E-11,-9.55E-12,0.076119619,-0.485464759,1.47650995,-0.276060475,-0.387945231,-1.618804704,-0.278006988,-0.23443354,2.8548698,-1.005079983,0.253338676,-1.517095543,-0.337349664,-0.261913612,0.677130627
175,93.60795213,7.946403509,82.78586219,87.12478475,50.17353434,215.2917163,4050.065155,337.4844715,37.83,82.01690252,4013.919531,1604.459821,984.1227083,99.98,273.2492287,27.88478166,11626.79,106,47.94579429,27132.64286,0,0,6.20E-12,2.80E-11,-2.01E-10,1.76E-11,7.45E-11,9.66E-11,-2.38E-11,-5.66E-11,-0.216605724,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,0.076119854,6.83E-11,-2.28E-11,-0.278777127,4.680864271,-1.42E-10,-0.117332718,-0.240150539,-0.368965049,-0.300375059,0.479013093,2.02123561,-0.075104912,1.913599976,0.071735871
178,92.99428571,11.525,73.05384615,59.55958333,49.9,486.2,2991.061111,2101.415,274.5528889,42.15,717.8,1604.459821,984.1227083,99.97,695.6566667,63.48571429,989303.12,46.76666667,25.21166667,35126.35857,4337051,0,-0.002386455,0.532561193,-0.740032147,-0.226440771,-0.016439388,1.100645797,-0.082596559,3.283372602,-0.214050484,-2.167855469,-0.456875764,-6.28E-11,-9.55E-12,0.076119853,1.027052458,3.163673819,-0.240662889,0.512759466,-1.498347894,-0.066863864,-0.205593311,4.159478959,-0.91281875,0.570297747,-0.341984597,-0.121447062,0.375812788,0.788776247
180,1010.295714,15.9,53.12846154,209.23625,92.53333333,818.6714286,16387.54148,1647.675,462.2466667,41.76666667,10926.41,1604.459821,984.1227083,99.479,3365.123333,74.75,7420602.898,37.38888889,28.49,80899.83429,65705093,1,3.564859414,1.183641924,-2.255178143,1.003113088,2.545819866,2.451410254,0.962256086,2.438782943,-0.212024476,-2.18870011,0.958141636,-6.28E-11,-9.55E-12,0.07611984,7.517663307,4.164673601,0.010058212,-0.147131822,-1.282281374,0.222130004,0.283381662,8.321781869,0.063006204,0.516056538,0.907115516,2.659136819,3.176412499,1.234917966
184,93.60795213,7.946403509,91.23333333,12.7025,37.76666667,99,0.7,27.72307692,28.27,98.75,4013.919531,1604.459821,984.1227083,35.335,273.2492287,25.53333333,3888.31,47.54,47.94579429,7.460238942,20523,0,6.20E-12,2.80E-11,0.642354079,-0.611359201,-0.74565156,-0.472469823,-0.315828469,-0.576588511,-0.216708917,0.909901061,-1.42E-11,-6.28E-11,-9.55E-12,0.076118164,6.83E-11,-0.208961254,-0.279078808,0.567177041,-1.42E-10,-0.288589353,-0.239987013,-1.472025052,-0.420494637,-0.067971114,0.030952651,0.053926081,0.154490737,0.023508555
188,69.72714286,2.133333333,84.97384615,33.51833333,36.33333333,48.71428571,72.72061538,64.375625,888.2888889,95.21666667,105.845,1604.459821,984.1227083,96.81,10.17,23.4845,1596664.214,47.13333333,47.94579429,6192.311429,4805295,0,-0.092868839,-0.86509211,0.166376469,-0.440362687,-0.831794756,-0.676770553,-0.310211253,-0.508363617,-0.207425682,0.71776785,-0.541698964,-6.28E-11,-9.55E-12,0.076119771,-0.639657695,-0.391030652,-0.216985212,0.538560902,-1.42E-10,-0.249540886,-0.201862385,-1.747269135,-0.688546389,0.173634617,-0.058908041,0.019388662,0.080820029,0.003824394
191,6.356,5,90.33153846,70.25333333,34.1,24.82857143,4050.065155,29.07692308,3328.231667,98.25,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,22.97315789,1206047.342,11.9,47.94579429,8332.272857,4307422,0,-0.339309584,-0.438479212,0.573780703,-0.138594469,-0.966017876,-0.773813399,-2.38E-11,-0.574068467,-0.181088398,0.882712399,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,-0.436471024,-0.232213221,-1.940722598,-1.42E-10,-0.236030098,-0.205829392,-1.578629628,-0.280935064,-0.306174356,-0.7623509,0.028174165,-1.079873611,0.042132265
192,93.60795213,3,89.00384615,262.48875,36.73333333,73.25714286,63.365,28.59846154,4004.852222,92.96666667,4013.919531,1604.459821,984.1227083,60.02333333,273.2492287,20.33823529,759126.54,47.53333333,93.442,7963.818571,11270957,0,6.20E-12,-0.736116117,0.472821664,1.440568159,-0.807754795,-0.577057867,-0.31094094,-0.574959074,-0.173784806,0.595418872,-1.42E-11,-6.28E-11,-9.55E-12,0.076118809,6.83E-11,-0.670623195,-0.249636212,0.566707924,2.998537931,-0.238356358,-0.150344579,-1.894370044,0.14557091,0.056735079,2.109102969,0.275819694,0.255185028,-0.147163328
196,0.71,5,90.84769231,28.0825,30.8,14.16666667,10.90915556,20.83153846,1240.605,100,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,23.12947368,287774.018,51.7,47.94579429,530.6328571,860393,0,-0.36126602,-0.438479212,0.613029553,-0.485016607,-1.16434756,-0.817130571,-0.315032211,-0.58941639,-0.203622703,0.977872716,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,-0.422580035,-0.268011661,0.859906067,-1.42E-10,-0.285286268,-0.233295006,-2.011030494,-0.405225585,-0.009157756,0.307468674,-0.093616418,0.071862435,-0.058876724
200,93.60795213,7.946403509,82.78586219,107.375,97,215.2917163,4050.065155,337.4844715,20104.65143,82.01690252,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,27.88478166,7162597.597,39.47979319,47.94579429,45716.86521,0,0,6.20E-12,2.80E-11,-2.01E-10,0.166350112,2.814266105,9.66E-11,-2.38E-11,-5.66E-11,1.51E-11,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,-2.28E-11,6.66E-12,-3.01E-10,-1.42E-10,1.97E-11,-0.240150539,1.038189841,-0.187892563,0.156905617,-0.072081031,-0.063715864,0.091804787,0.349457561
203,6.556,2.466666667,100.1016667,89.74666667,35.16666667,21.14285714,10.73641,27.27538462,18424.50333,99.56666667,4013.919531,65.32,15.0925,23.68666667,273.2492287,18.31368421,3170725.462,44.77111111,47.94579429,4704.885714,10660051,0,-0.338531814,-0.815485959,1.316710939,0.02153806,-0.901911311,-0.788787714,-0.315045684,-0.577421843,-0.018135891,0.954309209,-1.42E-11,-1.885234172,-1.545993648,0.07611786,6.83E-11,-0.850534753,-0.155621198,0.372337101,-1.42E-10,-0.258931847,-0.155212222,-2.293578543,-0.751334058,-2.064827953,0.651421691,0.256415409,0.117807307,-0.143847491
204,69.75428571,8.7,61.37692308,37.59166667,68.16666667,399.9714286,1626.574,1660.857778,597.4244444,49.63333333,1448.94,1604.459821,984.1227083,96.0345,428.71,34.64842105,2195329.17,35.2,45.44666667,9322.045714,10050702,1,-0.092763284,0.112149064,-1.627956951,-0.406901341,1.081385531,0.750316478,-0.189019136,2.463321308,-0.210565337,-1.760931829,-0.355532307,-6.28E-11,-9.55E-12,0.07611975,0.377991373,0.601050233,-0.193646549,-0.30115858,-0.164711075,-0.229781101,-0.16006746,3.178694882,-0.943637576,0.480511746,-0.164094576,-0.105824554,-0.202837156,0.652970663
208,8.895,5,98.83222222,84.84416667,31.8,9.333333333,12.03017,28.02769231,8129.058,99.8,4013.919531,980.515,499.225,29.79888889,273.2492287,18.20894737,1796754.65,34.4,47.94579429,10052.46286,5597760,0,-0.329435799,-0.438479212,1.220181122,-0.018734669,-1.104247656,-0.836767431,-0.314944778,-0.576021501,-0.129267213,0.966997251,-1.42E-11,-0.76424642,-0.773607232,0.076118019,6.83E-11,-0.859842183,-0.209184783,-0.357452624,-1.42E-10,-0.225169564,-0.195548096,-2.214293227,-0.423667009,-1.099756905,0.039131966,0.175794961,-0.31139193,-0.091895446
212,1.83,7.946403509,95.77,18.21291667,38.2,99.9,52,31.63076923,36.06428571,87.81666667,4013.919531,1604.459821,984.1227083,38.70333333,10.64,26.32222222,22002.926,68.6,47.94579429,52.45857143,71684,0,-0.35691051,2.80E-11,0.987326709,-0.566092599,-0.719608268,-0.468813304,-0.311827348,-0.569314749,-0.216624783,0.315375654,-1.42E-11,-6.28E-11,-9.55E-12,0.076118252,-0.638514925,-0.13885671,-0.278372618,2.049117737,-1.42E-10,-0.288305253,-0.239579367,-1.597188072,-0.375759955,0.042025914,0.577732775,-0.307411926,0.486826911,-0.019219217
214,23.29142857,4.55,85.05230769,82.46208333,43.56666667,141.7714286,230.020263,47.233125,2452.018889,82.98333333,503.295,1604.459821,984.1227083,81.69666667,9.63,28.3425,1905957.016,48.78888889,79.906,13728.94857,10276621,0,-0.273450275,-0.505447515,0.172342762,-0.038302847,-0.397072115,-0.298698122,-0.297942736,-0.540272592,-0.190546433,0.052551921,-0.486608343,-6.28E-11,-9.55E-12,0.076119376,-0.640970666,0.040675101,-0.204927582,0.655058298,2.106414977,-0.201957828,-0.158267358,-1.168092557,-0.516651018,0.293320509,1.324232551,-0.220813799,-0.041455703,0.00617657
218,12.11857143,5.125,91.01461538,63.07458333,46.2,111.9571429,529.441,77.393125,3986.766667,84.7,1845.36,1604.459821,984.1227083,87.86,6.53,26.3435,3809517.832,54.75714286,65.666,78992.11714,15492264,0,-0.316899819,-0.419876905,0.625722549,-0.197565984,-0.238809034,-0.419827561,-0.274589546,-0.484132899,-0.173980025,0.145899661,-0.300584455,-6.28E-11,-9.55E-12,0.076119537,-0.648508086,-0.136965862,-0.130718187,1.075029734,1.167893193,0.210085505,-0.116709589,-1.320461387,-0.298560292,0.29001876,1.011810203,-0.202136551,0.162985015,-0.002806731
222,14.45428571,5.275,86.18538462,41.4075,41.06666667,84,168.7915385,71.031875,759.1166667,82.53333333,554.155,1604.459821,984.1227083,98.35,12.28,25.066,2028486.114,52.04285714,58.462,765.8,6297394,0,-0.307816581,-0.397554137,0.258503055,-0.375555289,-0.547321875,-0.533411802,-0.302718243,-0.495973703,-0.208819995,0.028082126,-0.479558629,-6.28E-11,-9.55E-12,0.076119811,-0.634527386,-0.25049079,-0.200150845,0.884032086,0.693096077,-0.283801525,-0.189973476,-1.269117083,-0.591456974,0.18483805,0.516500018,-0.215148041,0.032890299,0.033872275
226,182.9825,5.15,66.34769231,45.4425,69.03333333,693.5142857,33.16428571,1439.157222,765.2244444,62.88333333,135.375,1604.459821,984.1227083,90.886,273.2492287,3.5,106347.436,41.28888889,47.94579429,2086.418571,736296,1,0.347564036,-0.416156444,-1.249974732,-0.342408841,1.133472115,1.942921988,-0.313296432,2.050648859,-0.208754067,-1.040432288,-0.537605805,-6.28E-11,-9.55E-12,0.076119616,6.83E-11,-2.166951527,-0.275084488,0.12730164,-1.42E-10,-0.275463712,-0.234283799,1.990495941,-1.107687637,0.601262876,-0.129477538,0.345856911,0.228061794,0.505065719
231,21.33857143,24.575,46.24846154,235.3979167,56.93333333,750.8,41489.7776,846.7844444,887.1955556,47.06666667,6822.075,1604.459821,984.1227083,263.97,1683.376667,38.76684211,6262007.066,25.02222222,40.16833333,59692.96857,91728849,1,-0.28104464,2.474642002,-2.778340163,1.218024195,0.406263273,2.175662308,2.920094045,0.948008751,-0.207437483,-1.900500293,0.389238971,-6.28E-11,-9.55E-12,0.07612414,3.428620618,0.967033367,-0.035109085,-1.017343912,-0.512592453,0.088239054,0.490736582,5.575587064,0.724025631,-0.27295904,1.36165485,0.260059615,-0.840558826,0.828645741
232,45.91,25.8,77.57,74.61772727,60.66666667,678.6571429,1156.99691,143.2572222,79.80222222,41.96666667,4013.919531,1604.459821,984.1227083,99.3165,3.59,36.9,96281.668,25.67777778,26.41833333,1756.014286,6130922,1,-0.185490088,2.656944607,-0.396619331,-0.102742138,0.630636249,1.882560409,-0.225643596,-0.361533756,-0.216152666,-2.177824645,-1.42E-11,-6.28E-11,-9.55E-12,0.076119836,-0.655656479,0.801136603,-0.275476897,-0.971214071,-1.418819597,-0.277549741,-0.19129991,2.855429731,-0.026453444,-0.594586277,-1.995492823,-0.66670396,-0.820653849,0.661725884
233,5.71,5,90.52692308,48.56916667,33.36666667,37.14285714,6.2925,38.95384615,3001.178333,98.31666667,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,17.37789474,494085.928,37.775,47.94579429,5595.395714,1290778,0,-0.34182178,-0.438479212,0.588637943,-0.31672411,-1.010091139,-0.723782936,-0.315392285,-0.555683606,-0.184618684,0.886337554,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,-0.933693603,-0.259968691,-0.119962128,-1.42E-10,-0.253309553,-0.229865737,-1.928172006,-0.345795512,-0.109110375,-0.113075772,-0.001746637,-0.319873415,-0.030273346
234,93.60795213,5,82.78586219,45.8,50.17353434,215.2917163,4050.065155,337.4844715,284.19,82.01690252,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,24.98888889,15789.952,18.9,47.94579429,36.28428571,0,0,6.20E-12,-0.438479212,-2.01E-10,-0.339472074,7.45E-11,9.66E-11,-2.38E-11,-5.66E-11,-0.213946459,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,-0.257343262,-0.278614828,-1.448149717,-1.42E-10,-0.288407371,-0.240150539,-0.108543865,-0.587249799,-0.059169563,-0.664823234,0.059006062,-0.633064375,0.237822703
238,93.60795213,7.946403509,82.78586219,87.12478475,50.17353434,215.2917163,4050.065155,337.4844715,27.5,82.01690252,4013.919531,1604.459821,984.1227083,99.62,273.2492287,14.58777778,1306.55,50.6,47.94579429,9622.351429,0,0,6.20E-12,2.80E-11,-2.01E-10,1.76E-11,7.45E-11,9.66E-11,-2.38E-11,-5.66E-11,-0.216717228,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,0.076119844,6.83E-11,-1.181637107,-0.279179456,0.782501757,-1.42E-10,-0.227885101,-0.240150539,-0.418192173,-0.328687351,0.036741579,0.303977255,0.135860877,0.24372126,0.144650502
242,17.21285714,2.9,99.66,24.7825,45.86666667,75.71428571,5.703255556,56.88461538,158.4277778,93.21666667,4013.919531,1604.459821,984.1227083,55.48333333,1.84,24.674,190213.798,73.7,88.64,5354.351429,874742,0,-0.297088916,-0.750997962,1.283126165,-0.512125226,-0.258842335,-0.56707499,-0.315438243,-0.52230735,-0.215303965,0.609013203,-1.42E-11,-6.28E-11,-9.55E-12,0.076118691,-0.659911475,-0.285325836,-0.271814999,2.407992264,2.682050459,-0.254831402,-0.233180674,-2.224146521,-0.525926427,0.425765635,2.478806697,-0.250267481,0.692193833,-0.185038384
246,5.08,5,99.20777778,94.36583333,33.9,19.57142857,2.7,26.18923077,8904.781667,97.5,4013.919531,536.04,143.93,30.19666667,273.2492287,20.98421053,1648328.754,52.44,47.94579429,18032.65,5408466,0,-0.344271754,-0.438479212,1.248738739,0.059483281,-0.978037857,-0.795172112,-0.31567248,-0.579443605,-0.12089388,0.841929406,-1.42E-11,-1.308667042,-1.340445921,0.07611803,6.83E-11,-0.613218661,-0.214971095,0.911978058,-1.42E-10,-0.174786125,-0.197056374,-2.129638269,-0.593485419,-1.604741928,0.75895323,0.150804384,0.284418709,-0.123191444
250,4.34,5,98.506,247.4929167,32.23333333,23.14285714,630.3371143,26.07166667,70781.332,99.36666667,4013.919531,3404.6375,1421.3925,29.82222222,273.2492287,18.49421053,20736048.83,38.58571429,47.94579429,77571.55714,65911064,0,-0.347149501,-0.438479212,1.195374861,1.317381391,-1.078204364,-0.780662117,-0.266720197,-0.579662438,0.547015336,0.943433744,-1.42E-11,2.204969575,0.697621513,0.07611802,6.83E-11,-0.834492297,0.52915441,-0.062914146,-1.42E-10,0.201116706,0.285022821,-2.12386286,1.717174861,1.44906208,-0.259910258,0.151965526,-0.280026384,-0.067279578
254,93.60795213,7.946403509,61.74555556,15.99666667,50.17353434,215.2917163,4050.065155,222.12,273.36,87.28333333,13.265,1604.459821,984.1227083,99.81,273.2492287,24.25625,52677.992,83.5,47.94579429,13031.69143,0,0,6.20E-12,2.80E-11,-1.599925772,-0.584298501,7.45E-11,9.66E-11,-2.38E-11,-0.214738925,-0.214063361,0.286374414,-0.554531496,-6.28E-11,-9.55E-12,0.076119849,6.83E-11,-0.322449154,-0.277176766,3.097594297,-1.42E-10,-0.206360008,-0.240150539,0.011400644,-0.770749888,0.526332722,1.218224944,-0.075140605,1.108094193,0.173396484
258,93.60795213,7.946403509,95.53666667,15.74333333,50.17353434,215.2917163,4050.065155,39.14692308,301.19,99.25,4013.919531,1604.459821,984.1227083,95.52,273.2492287,27.62222222,58973.196,39.6,47.94579429,110.0813319,273814,0,6.20E-12,2.80E-11,0.969583811,-0.586379567,7.45E-11,9.66E-11,-2.38E-11,-0.555324213,-0.213762957,0.937089723,-1.42E-11,-6.28E-11,-9.55E-12,0.076119737,6.83E-11,-0.023332322,-0.27693135,0.008458659,-1.42E-10,-0.287941448,-0.237968814,-0.976406302,-0.465021554,-0.065751774,-0.096296711,0.040771164,-0.072975443,0.094635965
262,39.6525,14.65,67.88222222,29.41375,69,285.8,610.26995,836.1761111,63.17777778,60.73333333,257.48,1604.459821,984.1227083,99.8175,7.98,26.6,61801.312,21.98333333,21.04166667,89.25428571,859652,1,-0.209824555,0.997618858,-1.133287556,-0.474080744,1.131468785,0.286460957,-0.268285327,0.928262446,-0.216332114,-1.157343534,-0.520680808,-6.28E-11,-9.55E-12,0.076119849,-0.644982519,-0.114172012,-0.276821097,-1.231183091,-1.773181871,-0.288072941,-0.23330091,2.034682907,-0.703221603,-0.130264153,-2.09045126,-0.325559929,-0.809092052,0.586397784
266,80.35285714,3.2,70.51461538,53.34833333,55.06666667,276.5,1212.763913,1601.334444,272.2255556,62.31666667,293.595,1604.459821,984.1227083,99.48,3.4,26.69736842,723484.234,43.12222222,52.69833333,16392.43571,1632572,0,-0.05154705,-0.706352427,-0.933117771,-0.277464531,0.294076785,0.24867693,-0.221294073,2.352524834,-0.214075606,-1.071246105,-0.5156749,-6.28E-11,-9.55E-12,0.07611984,-0.65611845,-0.105519376,-0.25102571,0.256308823,0.313227628,-0.185141726,-0.227142354,1.358988415,-1.000540666,0.568491056,0.193900255,-0.058382603,0.044219366,0.404479497
268,9.867142857,2.325,93.54538462,64.54208333,40.26666667,57.8,41.39083333,76.28125,905.3888889,92.9,4013.919531,1604.459821,984.1227083,96.74,9.35,29.4375,1299665.842,35.42222222,69.83,1736.124286,4358242,0,-0.325655283,-0.836568573,0.818164751,-0.185510863,-0.595401799,-0.639857125,-0.312654806,-0.486202539,-0.207241101,0.591793716,-1.42E-11,-6.28E-11,-9.55E-12,0.076119769,-0.641651465,0.137982182,-0.228563549,-0.285521346,1.442331726,-0.277675318,-0.205424463,-1.730886754,-0.425747658,0.027790842,0.566367658,-0.155304014,-0.416555309,-0.034869518
270,30.99428571,6.75,65.30769231,25.23416667,73.06666667,484.8714286,468.3868421,1695.522778,68.88444444,74.03333333,213.495,1604.459821,984.1227083,98.827,127.9366667,29.5,467934.022,34.6,63.288,140.2614286,1791225,1,-0.243495034,-0.178046919,-1.329057363,-0.508414905,1.375875062,1.095248079,-0.279351438,2.527846588,-0.216270515,-0.434125127,-0.526777577,-6.28E-11,-9.55E-12,0.076119823,-0.353316752,0.143536239,-0.260988211,-0.343379113,1.011165328,-0.287750904,-0.225878221,2.28485117,-1.130504385,0.599845581,0.366827725,-0.227839823,-0.405647832,0.518175538
275,11.63,1,88.34538462,4.9725,46.46666667,94.9,30.525,13.47846154,459.746,77.68333333,4013.919531,1604.459821,984.1227083,90.59,273.2492287,23.8145,720160.564,42.95555556,47.94579429,0,4218771,0,-0.318799799,-1.033753023,0.422751596,-0.674859087,-0.222782392,-0.489127297,-0.313502282,-0.603103376,-0.212051469,-0.235647895,-1.42E-11,-6.28E-11,-9.55E-12,0.076119608,6.83E-11,-0.36170523,-0.251155281,0.244580897,-1.42E-10,-0.288636454,-0.206535755,-1.08657927,-0.700577522,0.169055565,0.019657934,-0.053232346,-0.14929149,0.08478082
276,4.56,2.066666667,97.95444444,269.5983333,34.7,8.166666667,181.96,29.32230769,155134.143,99.58333333,4013.919531,4903.0175,2142.915,34.34888889,273.2492287,14.59842105,29310053.9,48.34,47.94579429,49137.26857,82800121,0,-0.346293955,-0.87501334,1.15343403,1.498971487,-0.929957933,-0.841507363,-0.301691175,-0.573611709,1.457538298,0.955215497,-1.42E-11,4.040278583,1.848740635,0.076118138,6.83E-11,-1.180691294,0.863407836,0.623471084,-1.42E-10,0.021594943,0.41959329,-2.372678607,2.783628029,3.398599515,-0.371171222,0.120099852,-0.095380062,-0.081532719
288,16.75142857,5.6,81.99,110.3783333,73.23333333,468.6,7897.101341,1564.84,1148.582222,51.5,2693.6,1604.459821,984.1227083,99.57,2035.636667,28.819,6124262.538,35.51111111,61.64166667,10430.66143,25366462,0,-0.298883342,-0.34918814,-0.06051815,0.191021694,1.385891713,1.029140542,0.30004791,2.284594234,-0.204616018,-1.659427491,-0.183009745,-6.28E-11,-9.55E-12,0.076119843,4.285114766,0.083019233,-0.040478988,-0.279266452,0.902659731,-0.222781783,-0.038032878,3.268303043,-0.769306315,0.80802287,1.987330569,0.694892521,0.021799454,0.557521136
292,93.60795213,5,82.78586219,43.5,50.17353434,215.2917163,4050.065155,337.4844715,227.35,82.01690252,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,36.83333333,12334.86,23.9,47.94579429,45716.86521,0,0,6.20E-12,-0.438479212,-2.01E-10,-0.35836596,7.45E-11,9.66E-11,-2.38E-11,-5.66E-11,-0.214560003,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,0.795212275,-0.278749523,-1.096311945,-1.42E-10,1.97E-11,-0.240150539,0.166176894,-0.558503769,0.069035545,-0.466423692,-0.032620487,-0.443474984,0.264779874
296,0.67,7.05,97.30857143,22.7125,64.76666667,171.7142857,37.4775,331.5384615,28.02875,54.38333333,4013.919531,1604.459821,984.1227083,60.18,273.2492287,47.1625,5467.702,33.78888889,47.94579429,175106.8571,100786,1,-0.361421574,-0.133401383,1.104321206,-0.529129723,0.877045857,-0.177046324,-0.312960024,-0.011067877,-0.216711521,-1.502639541,-1.42E-11,-6.28E-11,-9.55E-12,0.076118813,6.83E-11,1.713112784,-0.279017236,-0.400455018,-1.42E-10,0.816912276,-0.239347485,0.795066905,-0.456252199,0.377880737,-0.141275452,-0.326099984,-0.296224558,0.332455703
300,3.595,5,91.14769231,131.1204167,35.7,4.333333333,44.5,25.6975,17467.912,99.38333333,4013.919531,73.295,6.66,9.426666667,273.2492287,25.14631579,3602597.814,41.2,47.94579429,16344.55571,11124639,0,-0.350046693,-0.438479212,0.635841851,0.361412371,-0.869858029,-0.857081424,-0.312412308,-0.580358911,-0.028461551,0.944340033,-1.42E-11,-1.875465896,-1.559446883,0.076117487,6.83E-11,-0.243353534,-0.138784864,0.121046746,-1.42E-10,-0.18544402,-0.151510428,-1.736169489,-0.58024319,-2.166456621,0.528149437,0.181116526,-0.010982255,-0.072153148
304,93.60795213,5,82.78586219,49.3,50.17353434,215.2917163,4050.065155,141.2833333,237.5766667,100,4013.919531,1604.459821,984.1227083,-2912378.87,273.2492287,27.88478166,15640.628,41,47.94579429,297140.3029,56787,0,6.20E-12,-0.438479212,-2.01E-10,-0.310720509,7.45E-11,9.66E-11,-2.38E-11,-0.365207944,-0.214449614,0.977872716,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,6.83E-11,-2.28E-11,-0.278620649,0.106973235,-1.42E-10,1.587378512,-0.239698065,-0.744810423,-0.131466234,0.492040316,0.321361354,0.148897254,0.13213686,0.105924043
308,2.21,7.946403509,96.40666667,12.60333333,38.83333333,38,57.9,16.1,46.985,97.45,4.145,1604.459821,984.1227083,37.48666667,16.26,29.7,32658.16,56.28,47.94579429,4.755714286,105483,0,-0.355432748,2.80E-11,1.035739474,-0.612173829,-0.681544995,-0.720300538,-0.31136718,-0.598223655,-0.216506903,0.83921054,-0.555795621,-6.28E-11,-9.55E-12,0.07611822,-0.624850311,0.161309222,-0.277957229,1.182189466,-1.42E-10,-0.288606428,-0.23931006,-1.780864636,-0.596320092,0.085817111,0.191176257,-0.264867416,0.141736903,-0.017060378
312,93.60795213,7.946403509,83.67166667,18.75,50.17353434,215.2917163,4050.065155,337.4844715,606.1366667,96.96666667,14.8,1604.459821,984.1227083,99.97,273.2492287,22.83125,114110.01,20.5,47.94579429,939.5042857,0,0,6.20E-12,2.80E-11,0.067357451,-0.561680603,7.45E-11,9.66E-11,-2.38E-11,-5.66E-11,-0.210471295,0.812928167,-0.554318729,-6.28E-11,-9.55E-12,0.076119853,6.83E-11,-0.449081657,-0.274781868,-1.33556163,-1.42E-10,-0.282704831,-0.240150539,-0.427778037,-0.74895318,0.014420882,-0.66896834,0.128845131,-0.665756944,0.202372446
316,93.60795213,7.946403509,82.78586219,43.6,50.17353434,215.2917163,10.4,47.28076923,47.27,94.65,4013.919531,1604.459821,984.1227083,80.33,273.2492287,24.75,33114.286,47.95,47.94579429,98.06857143,0,0,6.20E-12,2.80E-11,-2.01E-10,-0.357544487,7.45E-11,9.66E-11,-0.315071922,-0.540183907,-0.216503826,0.686954033,-1.42E-11,-6.28E-11,-9.55E-12,0.07611934,6.83E-11,-0.278572103,-0.277939447,0.596027738,-1.42E-10,-0.288017291,-0.240150539,-0.679459055,-0.430891057,-0.007687988,0.016928017,0.025981288,0.160068036,0.127283251
320,26.87857143,8.325,77.37769231,70.20666667,47.26666667,157.8571429,1278.9435,54.21068594,1300.276667,78.11666667,1415.705,1604.459821,984.1227083,98.37,6.74,27.833,3726049.972,33.8875,54.576,10390.18143,15082831,0,-0.259500422,0.056342144,-0.411242599,-0.138977823,-0.174702469,-0.233345105,-0.216132425,-0.527284591,-0.202978594,-0.212084388,-0.360139017,-6.28E-11,-9.55E-12,0.076119811,-0.647997487,-0.004601573,-0.133972141,-0.393515996,0.43697981,-0.223037356,-0.119971914,-0.323935037,-0.373664897,-0.056297309,-0.22874318,-0.245542531,-0.504454,0.183033713
324,626.1228571,10.3,52.43846154,47.95875,75.86666667,745.7857143,2632.2956,2238.502222,340.695,50.48333333,978.145,1604.459821,984.1227083,99.613,536.5433333,22.57214286,1736714.762,32.14444444,50.31666667,20816.75571,11451273,1,2.070869549,0.350258588,-2.307646427,-0.321738519,1.544154795,2.155290275,-0.110578318,3.53854616,-0.213336532,-1.714711104,-0.420789293,-6.28E-11,-9.55E-12,0.076119844,0.640180151,-0.472107191,-0.211525409,-0.516170553,0.156258102,-0.157208489,-0.148907838,4.481026569,-1.070707203,0.636578332,-0.40772622,1.072214401,1.27870659,0.838403636
