CountryId,Target1,Target2,Target3,Target4,Target5,Target6,Target7,Target8,Target9,Target10,Target11,Target12,Target13,Target14,Target15,Target16,Target18,Target19,Target20,Target21,Population2012,IsLDC2014,std_Target1,std_Target2,std_Target3,std_Target4,std_Target5,std_Target6,std_Target7,std_Target8,std_Target9,std_Target10,std_Target11,std_Target12,std_Target13,std_Target14,std_Target15,std_Target16,std_Target18,std_Target19,std_Target20,std_Target21,std_Population2012,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,IsLDC2014_pred
72,11.43142857,9.9,87.21846154,29.89375,58.96666667,273.9285714,5715.8055,175.410625,556.28,78.78333333,4013.919531,1604.459821,984.1227083,69.67333333,2.1,23.0855,715987.418,58.36666667,92.39,48414.04286,2003910,0,-0.319572013,0.290731207,0.337059248,-0.470137672,0.528466412,0.238229733,0.129918692,-0.301683552,-0.211009459,-0.175832839,-1.42E-11,-6.28E-11,-9.55E-12,0.076119061,-0.659279304,-0.426487752,-0.251317969,1.329023097,2.929203316,0.01702881,-0.224183566,-0.494073652,-0.382330196,0.346004029,2.262304206,-0.394738258,0.091497853,0.042867206
76,4.012,4.65,80.62,248.6047619,41.66666667,86.08571429,3743.560769,126.78875,48974.41444,84.56666667,19256.495,1604.459821,984.1227083,85.53,7.61,23.8455,64971440.48,44.56666667,87.214,718368.2686,198656019,0,-0.348425044,-0.49056567,-0.164694308,1.326514903,-0.511261933,-0.524937965,-0.023905676,-0.392188098,0.311626629,0.138649351,2.112776324,-6.28E-11,-9.55E-12,0.076119476,-0.645882146,-0.358950418,2.253649687,0.357950846,2.588066465,4.246829148,1.34272254,-1.131683838,3.861041236,0.02960638,2.631144882,0.116009154,0.127574736,-0.165204998
84,5.6025,3.45,86.88538462,15.44791667,43.33333333,68.7,40.783125,40.348125,78.16222222,95.1,13.5,1604.459821,984.1227083,49.35,10.78,24.796,39019.218,42.25555556,62.986,3494.687143,324060,0,-0.342239831,-0.669147813,0.311731749,-0.588806336,-0.411095426,-0.59557262,-0.312702204,-0.553088301,-0.216170369,0.711423829,-0.554498922,-6.28E-11,-9.55E-12,0.07611853,-0.638174526,-0.274484317,-0.277709246,0.195323609,0.991261284,-0.266572515,-0.237568458,-1.638187631,-0.785395844,0.22994092,0.422623607,-0.177428079,-0.283792605,-0.003197931
90,14.125,6.325,75.51692308,22.44666667,43.73333333,186.2142857,22.16,461.6805556,55.33,62.9,4013.919531,1604.459821,984.1227083,94.49818182,1.29,25.34375,76859.412,31.78888889,47.94579429,999.1928571,549598,1,-0.309097123,-0.241294762,-0.552737335,-0.531313473,-0.387055464,-0.118135744,-0.314154706,0.23117805,-0.216416825,-1.039525999,-1.42E-11,-6.28E-11,-9.55E-12,0.07611971,-0.661248759,-0.22580856,-0.276234065,-0.541190127,-1.42E-10,-0.282327984,-0.235771392,0.175819547,-0.61909771,0.006668583,-0.543939841,-0.273420616,-0.59436247,0.270195552
92,93.60795213,7.946403509,58.975,49.1,50.17353434,215.2917163,4050.065155,31.52307692,100.505,96.18333333,4013.919531,1604.459821,984.1227083,99.62,273.2492287,26.43333333,12105.708,27.4,47.94579429,25.78428571,28088,0,6.20E-12,2.80E-11,-1.810601563,-0.312363455,7.45E-11,9.66E-11,-2.38E-11,-0.569515207,-0.215929196,0.770332596,-1.42E-11,-6.28E-11,-9.55E-12,0.076119844,6.83E-11,-0.128982831,-0.278758456,-0.850025505,-1.42E-10,-0.288473663,-0.239926736,0.157898916,-0.484025387,-0.114504524,-0.511902889,0.024397136,-0.561380771,0.260709267
96,0.98,5,89.81538462,8.53,39.1,36,4050.065155,56.84615385,1108.99,82.01690252,4013.919531,1604.459821,984.1227083,99.64,273.2492287,33.5,102841.244,58.4,47.94579429,782.26,412238,0,-0.360216031,-0.438479212,0.534531853,-0.645635175,-0.665518354,-0.728426135,-2.38E-11,-0.522378942,-0.205043385,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,0.076119845,6.83E-11,0.498995895,-0.275221175,1.331368682,-1.42E-10,-0.283697604,-0.236865864,-1.061089997,-0.547413875,0.150820095,0.611439031,-0.199319307,0.23414982,0.054032065
97,93.60795213,7.946403509,82.78586219,87.12478475,50.17353434,215.2917163,4050.065155,337.4844715,-2146.16,82.01690252,4013.919531,1604.459821,984.1227083,65585.9,273.2492287,27.88478166,7162597.597,39.47979319,47.94579429,45716.86521,0,0,6.20E-12,2.80E-11,-2.01E-10,1.76E-11,7.45E-11,9.66E-11,-2.38E-11,-5.66E-11,-0.240180196,2.09E-10,-1.42E-11,-6.28E-11,-9.55E-12,0.077831378,6.83E-11,-2.28E-11,6.66E-12,-3.01E-10,-1.42E-10,1.97E-11,-0.240150539,-0.006700078,-0.203531481,-0.001373935,0.002244763,0.064967289,-0.036996517,0.208998863
100,6.176,2.533333333,89.44230769,106.7708333,38.56666667,28.75714286,38.42,44.09230769,8164.851667,92.41666667,4013.919531,1604.459821,984.1227083,-2912378.87,2.02,17.22789474,2337595.306,38.91666667,24.864,13279.59429,7277831,0,-0.340009576,-0.805564728,0.506162714,0.161387044,-0.697571636,-0.757852405,-0.312886514,-0.546118896,-0.128880848,0.565511343,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,-0.659473818,-0.947023341,-0.188100373,-0.039625836,-1.52126171,-0.204794856,-0.182161444,-1.737451113,-0.161387363,-0.228777856,-1.161804519,-0.027561721,-0.223746279,0.040644421
104,542.08,12.525,79.844,169.4404167,58.76666667,305.1857143,2866.96,499.5570588,1512.324286,81.45,3715.215,1604.459821,984.1227083,56.4455,8.18,35.6,5420511.51,32.1,50.492,13931.35857,52797319,1,1.744039648,0.681379646,-0.223702117,0.676200941,0.516446431,0.36522121,-0.092275771,0.301681208,-0.200689705,-0.030826642,-0.041403493,-6.28E-11,-9.55E-12,0.076118716,-0.644496233,0.685612215,-0.067914381,-0.519297999,0.167813871,-0.2006799,0.180533694,0.972574348,0.19019509,-0.343946659,-0.80623119,0.689917875,1.010702575,0.359577867
108,157.1842857,18.6,69.56769231,50.93791667,78.56666667,869.8714286,3804.530639,1010.111111,40.01875,63.53333333,385.9,1604.459821,984.1227083,116.4309091,371.4166667,39.56842105,642991.608,31.42222222,52.64666667,537.3942857,9849569,1,0.247238701,1.585451747,-1.00512274,-0.297265461,1.706424536,2.659425542,-0.019150358,1.252024297,-0.216582098,-1.005087028,-0.502880487,-6.28E-11,-9.55E-12,0.076120283,0.238686868,1.038265611,-0.254163676,-0.566991564,0.309822411,-0.285243579,-0.161670069,3.721499908,-0.728630496,0.215318841,-0.311034929,-0.198974377,-0.227008258,0.719792778
112,369.19,2.266666667,90.38615385,53.93708333,35.86666667,31.71428571,209.239375,65.41538462,10088.02083,97.05,4013.919531,1604.459821,984.1227083,-2912378.87,7.49,16.5215,3183294.404,41.36666667,53.72,5077.305714,9405097,0,1.071696709,-0.845249649,0.577933711,-0.272628107,-0.859841378,-0.745838129,-0.299563532,-0.506428213,-0.108121734,0.81745961,-1.42E-11,-6.28E-11,-9.55E-12,-9.47E-12,-0.646173917,-1.009797048,-0.155131204,0.132774672,0.380563051,-0.256580548,-0.165211582,-2.060371252,-0.302429528,-0.05808703,-0.227611248,0.600290064,0.820608595,-0.041477388
116,323.8314286,13.225,80.43615385,57.31958333,53.46666667,474.8571429,303.3753846,337.29,532.2533333,67.6,897.59,1604.459821,984.1227083,46.794,1.1,31.5895,4867653.39,25.2,76.612,13581.17143,14864646,1,0.895304117,0.785552563,-0.178674151,-0.244841773,0.197916938,1.054562053,-0.292221435,-0.000361988,-0.211268809,-0.783952577,-0.431955037,-6.28E-11,-9.55E-12,0.076118463,-0.66171073,0.329219477,-0.089467286,-1.004834124,1.889315907,-0.202890829,-0.121710392,0.9169054,-0.43893348,0.01845951,0.043249513,0.138065279,0.03351465,0.331394171
120,65.40857143,8.075,73.73692308,80.53166667,79.43333333,600.5428571,25692.9036,1227.658333,664.8511111,59.58333333,2337.53,1604.459821,984.1227083,99.92,943.93,36.4825,3664351.856,38.64444444,47.11666667,14816.59429,21699631,0,-0.109663107,0.019137531,-0.6880903,-0.054160705,1.75851112,1.565197798,1.688023746,1.656965748,-0.209837519,-1.219877457,-0.232364676,-6.28E-11,-9.55E-12,0.076119852,1.630710713,0.764035502,-0.136377413,-0.058781449,-0.05464567,-0.195090905,-0.067249854,3.505221073,-0.722592636,0.538884932,1.148687468,0.177836006,-0.118504472,0.624129151
124,4.185,5,98.06333333,135.285,34.93333333,22.14285714,203.3332857,30.11846154,94210.93636,99.6,4013.919531,1510.9025,730.695,792.9072727,273.2492287,21.725625,9210363.348,62.1,47.94579429,284217.5471,34837978,0,-0.347752273,-0.438479212,1.161714049,0.395623311,-0.915934622,-0.784724916,-0.300024175,-0.572129752,0.799919685,0.956121786,-1.42E-11,-0.114594825,-0.404319312,0.076137964,6.83E-11,-0.547332927,0.079831154,1.591728633,-1.42E-10,1.505789838,0.037435299,-2.205514327,0.862137176,0.185251041,1.072196829,0.20045909,0.60417278,-0.149165886
132,27.57857143,7.1,88.32846154,35.99208333,46.3,97.42857143,29.57866667,97.485,58.22222222,80.18333333,4013.919531,1604.459821,984.1227083,-585498002.7,4.58,34.35625,134417.132,45.9,47.94579429,31.23,494401,0,-0.256778228,-0.125960461,0.421464748,-0.420041492,-0.232799043,-0.47885422,-0.31357609,-0.446733971,-0.216385606,-0.099704585,-1.42E-11,-6.28E-11,-9.55E-12,-15.22631909,-0.653249367,0.575086478,-0.273990205,0.451774252,-1.42E-10,-0.288439281,-0.236211196,-0.885767331,-0.578290573,-0.089912948,-0.779517201,-12.90433346,7.174873735,0.14314489
136,93.60795213,7.946403509,74.64,51.81,50.17353434,215.2917163,4050.065155,31.82307692,159.5625,96.5,4013.919531,1604.459821,984.1227083,99.78,273.2492287,21.281875,24849.078,25.6,47.94579429,47.32857143,57570,0,6.20E-12,2.80E-11,-0.619419436,-0.290101529,7.45E-11,9.66E-11,-2.38E-11,-0.568956788,-0.215291716,0.787552082,-1.42E-11,-6.28E-11,-9.55E-12,0.076119848,6.83E-11,-0.586766733,-0.278261662,-0.976687103,-1.42E-10,-0.288337642,-0.239691826,-0.414051925,-0.424126489,-0.168248851,-0.54135984,0.102303357,-0.561178811,0.186376959
140,89.27142857,20.35,46.51923077,44.188125,86.76666667,940.8428571,5727.4708,2135.820556,53.66375,47.51666667,919.935,1604.459821,984.1227083,100.0204545,311.9433333,61.6,295527.078,46.26666667,38.685,32279.73714,4525209,1,-0.016864081,1.845884039,-2.757750602,-0.352713197,2.199243752,2.947768163,0.130828522,3.347414954,-0.216434811,-1.876030498,-0.428857792,-6.28E-11,-9.55E-12,0.076119855,0.094081855,2.996099981,-0.267709412,0.477575689,-0.610355139,-0.084836197,-0.204094085,6.429784712,-0.921497391,0.558264469,-0.229171806,-0.597869813,0.042265393,1.074222006
144,13.71,14.225,89.67153846,96.43708333,38.93333333,53.01428571,36.93847,47.99111111,1715.188889,94.83333333,4013.919531,1604.459821,984.1227083,36.34,11.85,29.218,4960376.088,37.54444444,14.198,4597.604286,21098099,0,-0.310710995,0.934371016,0.523593649,0.076498047,-0.675535005,-0.659300519,-0.313002066,-0.53886168,-0.19849994,0.696923209,-1.42E-11,-6.28E-11,-9.55E-12,0.07611819,-0.6355729,0.118476333,-0.085852537,-0.136185759,-2.224230344,-0.259609175,-0.072042806,-0.850374281,0.2081132,-0.652465564,-1.820381304,-0.217720679,-0.359485671,0.170816297
148,73.83571429,20.575,51.79615385,78.48375,98.33333333,1156.428571,9754.447619,1740.974444,81.66875,36.23333333,1345.49,1604.459821,984.1227083,109.0522727,79.07333333,79.02857143,1055036.484,33.85555556,22.58333333,64862.50857,12448175,1,-0.076891229,1.879368191,-2.35648814,-0.070983794,2.894399311,3.823649501,0.444910823,2.612450121,-0.216132519,-2.489587969,-0.369871532,-6.28E-11,-9.55E-12,0.076120091,-0.472124334,4.544888484,-0.238100306,-0.395763848,-1.671574586,0.120877286,-0.140964613,7.445313943,-0.768444943,0.387612189,-1.344505978,-0.870984736,-0.346417155,1.254075157
152,62.34,2.1,89.20615385,54.84541667,35.1,42.2,244.03298,32.24615385,8864.004444,97,647.195,1604.459821,984.1227083,300.6633333,273.2492287,21.2335,5418221.954,55.26,68.664,108382.36,17464814,0,-0.121596315,-0.870052725,0.488205342,-0.265166391,-0.905917971,-0.703236783,-0.29684982,-0.568169275,-0.121334038,0.814740744,-0.466662336,-6.28E-11,-9.55E-12,0.076125099,6.83E-11,-0.591065573,-0.068003638,1.110414561,1.365483664,0.395642748,-0.10099249,-2.077988687,-0.333938954,0.463658403,1.374956238,0.16515834,0.375689006,-0.114189866
156,4.527142857,36.775,80.71076923,1247.13375,40.86666667,64,10,53.83527404,1003902.108,85.46666667,95565.96,1604.459821,984.1227083,68.67,0.34,29.13333333,307104631.9,42.55,46.425,459264.8386,1377064907,0,-0.346421731,4.290227126,-0.157792126,9.529163968,-0.559341856,-0.614667774,-0.31510312,-0.527983381,10.61932807,0.187588943,12.69004598,-6.28E-11,-9.55E-12,0.076119035,-0.663558614,0.110952437,11.69309465,0.216042944,-0.100231641,2.610962497,10.73217731,1.759020457,24.15191236,-6.32966972,1.037887032,0.020158004,0.423587765,-0.321438795
170,209.8885714,4.3,86.49384615,73.8525,41.13333333,93.8,20.58142857,101.6975,8081.092222,82.7,2447.405,1604.459821,984.1227083,92.51,5.88,26.38,12502368.86,45.42222222,49.944,107366.5014,47704427,0,0.452197659,-0.542652128,0.281958776,-0.109028276,-0.543315216,-0.493596375,-0.314277826,-0.438892842,-0.129784966,0.037145013,-0.217134881,-6.28E-11,-9.55E-12,0.076119658,-0.650088513,-0.133722293,0.208168391,0.418154198,0.1316966,0.389229058,0.139953994,-1.08811019,0.057883812,0.085874239,-0.0559766,0.245343497,0.503344844,0.068675499
